,loss,params,iteration,estimators,time
73,0.24060645487461452,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 110, 'learning_rate': 0.043845419886860144, 'subsample_for_bin': 260000, 'min_child_samples': 215, 'reg_alpha': 0.5918367346938775, 'reg_lambda': 0.836734693877551, 'colsample_bytree': 0.8222222222222222, 'subsample': 0.5202020202020202}",37,69,1.4962647520000019
74,0.24064689757192992,"{'class_weight': None, 'boosting_type': 'dart', 'num_leaves': 60, 'learning_rate': 0.06581535611293016, 'subsample_for_bin': 100000, 'min_child_samples': 355, 'reg_alpha': 0.5306122448979591, 'reg_lambda': 0.5918367346938775, 'colsample_bytree': 1.0, 'subsample': 0.7676767676767677}",11,94,2.3933379019999848
75,0.24073281016459214,"{'class_weight': None, 'boosting_type': 'goss', 'num_leaves': 129, 'learning_rate': 0.025858321500565308, 'subsample_for_bin': 240000, 'min_child_samples': 440, 'reg_alpha': 0.5918367346938775, 'reg_lambda': 0.673469387755102, 'colsample_bytree': 0.6888888888888889, 'subsample': 1.0}",184,31,1.0756709929999033
76,0.24075433299195392,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 136, 'learning_rate': 0.020415774347916988, 'subsample_for_bin': 60000, 'min_child_samples': 415, 'reg_alpha': 0.1020408163265306, 'reg_lambda': 0.3061224489795918, 'colsample_bytree': 0.6, 'subsample': 0.5707070707070707}",212,80,1.171376840999983
77,0.24076156015856476,"{'class_weight': 'balanced', 'boosting_type': 'dart', 'num_leaves': 66, 'learning_rate': 0.06273062405565992, 'subsample_for_bin': 240000, 'min_child_samples': 345, 'reg_alpha': 0.04081632653061224, 'reg_lambda': 0.18367346938775508, 'colsample_bytree': 0.9111111111111111, 'subsample': 0.5505050505050505}",487,59,2.4496046040001147
78,0.24077725093159807,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 79, 'learning_rate': 0.011820167638891784, 'subsample_for_bin': 60000, 'min_child_samples': 260, 'reg_alpha': 0.5714285714285714, 'reg_lambda': 0.836734693877551, 'colsample_bytree': 0.6, 'subsample': 0.6666666666666667}",369,100,1.238796228999945
79,0.24085013668259703,"{'class_weight': None, 'boosting_type': 'dart', 'num_leaves': 49, 'learning_rate': 0.13572045654755216, 'subsample_for_bin': 180000, 'min_child_samples': 280, 'reg_alpha': 0.3061224489795918, 'reg_lambda': 0.4693877551020408, 'colsample_bytree': 1.0, 'subsample': 0.51010101010101}",481,23,2.7235722320001514
80,0.2408983239140945,"{'class_weight': None, 'boosting_type': 'dart', 'num_leaves': 139, 'learning_rate': 0.1362225405289103, 'subsample_for_bin': 240000, 'min_child_samples': 230, 'reg_alpha': 1.0, 'reg_lambda': 0.6938775510204082, 'colsample_bytree': 0.6, 'subsample': 0.5252525252525253}",312,57,2.4517099979999557
81,0.24090167243587812,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 98, 'learning_rate': 0.013752252757425896, 'subsample_for_bin': 200000, 'min_child_samples': 410, 'reg_alpha': 0.5714285714285714, 'reg_lambda': 0.8571428571428571, 'colsample_bytree': 0.6888888888888889, 'subsample': 0.7575757575757576}",365,100,1.1691011650000291
82,0.24090886974627312,"{'class_weight': None, 'boosting_type': 'goss', 'num_leaves': 90, 'learning_rate': 0.012773225305100642, 'subsample_for_bin': 40000, 'min_child_samples': 390, 'reg_alpha': 0.44897959183673464, 'reg_lambda': 0.7959183673469387, 'colsample_bytree': 0.6888888888888889, 'subsample': 1.0}",269,77,1.265550994000023
83,0.24091386035992746,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 33, 'learning_rate': 0.08975010855334152, 'subsample_for_bin': 180000, 'min_child_samples': 280, 'reg_alpha': 0.4897959183673469, 'reg_lambda': 0.061224489795918366, 'colsample_bytree': 0.9111111111111111, 'subsample': 0.7878787878787878}",302,34,1.462801861999992
84,0.24092239909748447,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 49, 'learning_rate': 0.06930722759417562, 'subsample_for_bin': 120000, 'min_child_samples': 395, 'reg_alpha': 0.5510204081632653, 'reg_lambda': 0.4693877551020408, 'colsample_bytree': 0.9555555555555555, 'subsample': 0.5656565656565656}",103,27,1.3734362229999988
85,0.24094200832363266,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 142, 'learning_rate': 0.005226536265540098, 'subsample_for_bin': 260000, 'min_child_samples': 195, 'reg_alpha': 0.3469387755102041, 'reg_lambda': 0.36734693877551017, 'colsample_bytree': 0.6, 'subsample': 0.5202020202020202}",210,22,1.3413734920000024
86,0.24095430515979321,"{'class_weight': 'balanced', 'boosting_type': 'dart', 'num_leaves': 123, 'learning_rate': 0.022225427381851903, 'subsample_for_bin': 200000, 'min_child_samples': 405, 'reg_alpha': 0.4693877551020408, 'reg_lambda': 0.5102040816326531, 'colsample_bytree': 0.8666666666666667, 'subsample': 0.7878787878787878}",431,99,2.2788647449999644
87,0.24095456909995483,"{'class_weight': 'balanced', 'boosting_type': 'goss', 'num_leaves': 46, 'learning_rate': 0.011349672651536741, 'subsample_for_bin': 240000, 'min_child_samples': 250, 'reg_alpha': 0.6122448979591836, 'reg_lambda': 0.6122448979591836, 'colsample_bytree': 0.6888888888888889, 'subsample': 1.0}",466,84,1.4285012289999486
88,0.24098292353411033,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 109, 'learning_rate': 0.09627301922688382, 'subsample_for_bin': 140000, 'min_child_samples': 180, 'reg_alpha': 0.16326530612244897, 'reg_lambda': 0.22448979591836732, 'colsample_bytree': 0.7777777777777778, 'subsample': 0.6717171717171717}",286,26,1.6405471880000277
89,0.24098375502271263,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 62, 'learning_rate': 0.008960842867215223, 'subsample_for_bin': 260000, 'min_child_samples': 180, 'reg_alpha': 0.4897959183673469, 'reg_lambda': 0.7755102040816326, 'colsample_bytree': 0.6888888888888889, 'subsample': 0.601010101010101}",434,94,1.3891403180000452
90,0.24098714545533462,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 68, 'learning_rate': 0.012726146225595376, 'subsample_for_bin': 20000, 'min_child_samples': 375, 'reg_alpha': 0.6326530612244897, 'reg_lambda': 0.22448979591836732, 'colsample_bytree': 0.7333333333333333, 'subsample': 0.5707070707070707}",22,100,1.2090940900000078
91,0.24098834951586956,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 141, 'learning_rate': 0.12421023520674607, 'subsample_for_bin': 40000, 'min_child_samples': 230, 'reg_alpha': 0.04081632653061224, 'reg_lambda': 0.44897959183673464, 'colsample_bytree': 0.6444444444444444, 'subsample': 0.9595959595959596}",403,20,1.4081260419999353
92,0.24100017510039806,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 69, 'learning_rate': 0.020415774347916988, 'subsample_for_bin': 20000, 'min_child_samples': 220, 'reg_alpha': 0.8163265306122448, 'reg_lambda': 0.6326530612244897, 'colsample_bytree': 0.7777777777777778, 'subsample': 0.6262626262626263}",220,99,1.4559571099999857
93,0.24100360520113784,"{'class_weight': 'balanced', 'boosting_type': 'dart', 'num_leaves': 101, 'learning_rate': 0.018962368575084928, 'subsample_for_bin': 160000, 'min_child_samples': 215, 'reg_alpha': 0.836734693877551, 'reg_lambda': 0.16326530612244897, 'colsample_bytree': 0.6444444444444444, 'subsample': 0.6565656565656566}",141,100,2.3380638859999863
94,0.24102487530194028,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 64, 'learning_rate': 0.023232400445675372, 'subsample_for_bin': 160000, 'min_child_samples': 185, 'reg_alpha': 0.24489795918367346, 'reg_lambda': 0.02040816326530612, 'colsample_bytree': 0.7777777777777778, 'subsample': 0.893939393939394}",44,35,1.585067974000026
95,0.2410419376386912,"{'class_weight': None, 'boosting_type': 'goss', 'num_leaves': 62, 'learning_rate': 0.010817719303025709, 'subsample_for_bin': 240000, 'min_child_samples': 450, 'reg_alpha': 0.36734693877551017, 'reg_lambda': 0.14285714285714285, 'colsample_bytree': 0.7333333333333333, 'subsample': 1.0}",437,90,1.2871051089998673
96,0.24105510226749138,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 89, 'learning_rate': 0.04862132791047936, 'subsample_for_bin': 160000, 'min_child_samples': 410, 'reg_alpha': 0.3877551020408163, 'reg_lambda': 0.9795918367346939, 'colsample_bytree': 0.6888888888888889, 'subsample': 0.7222222222222222}",191,62,1.2505393629999162
97,0.2410553401360277,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 91, 'learning_rate': 0.009863796797595439, 'subsample_for_bin': 260000, 'min_child_samples': 150, 'reg_alpha': 0.1020408163265306, 'reg_lambda': 0.3061224489795918, 'colsample_bytree': 0.7777777777777778, 'subsample': 0.7121212121212122}",474,81,1.6989865980001468
98,0.24108370270004476,"{'class_weight': 'balanced', 'boosting_type': 'dart', 'num_leaves': 74, 'learning_rate': 0.11622282790624151, 'subsample_for_bin': 80000, 'min_child_samples': 360, 'reg_alpha': 0.12244897959183673, 'reg_lambda': 0.5510204081632653, 'colsample_bytree': 0.9111111111111111, 'subsample': 0.9545454545454546}",136,65,2.431319945000041
99,0.241088488104779,"{'class_weight': None, 'boosting_type': 'dart', 'num_leaves': 96, 'learning_rate': 0.13176983516071486, 'subsample_for_bin': 60000, 'min_child_samples': 380, 'reg_alpha': 0.1020408163265306, 'reg_lambda': 0.4897959183673469, 'colsample_bytree': 0.7777777777777778, 'subsample': 0.8383838383838385}",364,78,2.219360674000086
100,0.24110594614151726,"{'class_weight': 'balanced', 'boosting_type': 'goss', 'num_leaves': 64, 'learning_rate': 0.1466635688219004, 'subsample_for_bin': 180000, 'min_child_samples': 490, 'reg_alpha': 0.7959183673469387, 'reg_lambda': 0.2040816326530612, 'colsample_bytree': 0.7777777777777778, 'subsample': 1.0}",112,6,0.9026232699999923
101,0.24116210302026042,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 102, 'learning_rate': 0.033983761038311154, 'subsample_for_bin': 160000, 'min_child_samples': 410, 'reg_alpha': 0.836734693877551, 'reg_lambda': 0.8775510204081632, 'colsample_bytree': 0.7777777777777778, 'subsample': 0.9848484848484849}",211,46,1.2110078350000322
102,0.24118262643532706,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 112, 'learning_rate': 0.008829461296754142, 'subsample_for_bin': 180000, 'min_child_samples': 485, 'reg_alpha': 0.6530612244897959, 'reg_lambda': 0.24489795918367346, 'colsample_bytree': 1.0, 'subsample': 0.8636363636363636}",274,94,1.3636977140000681
103,0.24118296410492301,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 128, 'learning_rate': 0.02920930552675974, 'subsample_for_bin': 260000, 'min_child_samples': 230, 'reg_alpha': 0.7346938775510203, 'reg_lambda': 0.3469387755102041, 'colsample_bytree': 1.0, 'subsample': 0.5353535353535354}",396,69,1.6093375540000352
104,0.24118632299928877,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 109, 'learning_rate': 0.02340461018381101, 'subsample_for_bin': 260000, 'min_child_samples': 495, 'reg_alpha': 0.04081632653061224, 'reg_lambda': 0.9795918367346939, 'colsample_bytree': 1.0, 'subsample': 0.9595959595959596}",132,54,1.3876712420000104
105,0.24123880672246478,"{'class_weight': None, 'boosting_type': 'dart', 'num_leaves': 122, 'learning_rate': 0.017940627495625486, 'subsample_for_bin': 180000, 'min_child_samples': 405, 'reg_alpha': 0.7551020408163265, 'reg_lambda': 0.5306122448979591, 'colsample_bytree': 0.8222222222222222, 'subsample': 0.7828282828282829}",388,99,2.076519007999991
106,0.24125918590257334,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 147, 'learning_rate': 0.06045649588392399, 'subsample_for_bin': 180000, 'min_child_samples': 480, 'reg_alpha': 0.12244897959183673, 'reg_lambda': 0.18367346938775508, 'colsample_bytree': 1.0, 'subsample': 0.5353535353535354}",338,37,1.407544305999977
107,0.241320682698679,"{'class_weight': 'balanced', 'boosting_type': 'dart', 'num_leaves': 87, 'learning_rate': 0.12329630363895973, 'subsample_for_bin': 260000, 'min_child_samples': 365, 'reg_alpha': 0.2040816326530612, 'reg_lambda': 0.5918367346938775, 'colsample_bytree': 0.6, 'subsample': 0.8131313131313131}",458,100,2.169877757999984
108,0.24138165778194276,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 67, 'learning_rate': 0.005245871303187837, 'subsample_for_bin': 140000, 'min_child_samples': 495, 'reg_alpha': 0.9591836734693877, 'reg_lambda': 0.26530612244897955, 'colsample_bytree': 0.6888888888888889, 'subsample': 0.5909090909090909}",339,100,1.0948691099999905
109,0.24139053236688524,"{'class_weight': 'balanced', 'boosting_type': 'goss', 'num_leaves': 52, 'learning_rate': 0.006546926286978412, 'subsample_for_bin': 160000, 'min_child_samples': 495, 'reg_alpha': 0.9795918367346939, 'reg_lambda': 0.9183673469387754, 'colsample_bytree': 0.6444444444444444, 'subsample': 1.0}",160,95,1.261232499000016
110,0.24142205352229895,"{'class_weight': None, 'boosting_type': 'dart', 'num_leaves': 135, 'learning_rate': 0.034235665037768974, 'subsample_for_bin': 260000, 'min_child_samples': 355, 'reg_alpha': 0.04081632653061224, 'reg_lambda': 0.836734693877551, 'colsample_bytree': 0.6444444444444444, 'subsample': 0.5555555555555556}",296,99,2.1884004849999883
111,0.24143002443107509,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 109, 'learning_rate': 0.02867496609994534, 'subsample_for_bin': 260000, 'min_child_samples': 465, 'reg_alpha': 0.8775510204081632, 'reg_lambda': 0.3469387755102041, 'colsample_bytree': 0.8666666666666667, 'subsample': 0.8686868686868687}",51,38,1.2603716749999876
112,0.2414913505000873,"{'class_weight': 'balanced', 'boosting_type': 'dart', 'num_leaves': 87, 'learning_rate': 0.008384610951889282, 'subsample_for_bin': 280000, 'min_child_samples': 445, 'reg_alpha': 0.8979591836734693, 'reg_lambda': 0.7755102040816326, 'colsample_bytree': 0.6888888888888889, 'subsample': 0.9545454545454546}",423,68,1.884263004000104
113,0.2414963842861101,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 139, 'learning_rate': 0.020042299081514503, 'subsample_for_bin': 260000, 'min_child_samples': 350, 'reg_alpha': 0.18367346938775508, 'reg_lambda': 0.0, 'colsample_bytree': 0.8222222222222222, 'subsample': 0.5050505050505051}",8,99,1.3981274829999961
114,0.24153996272710765,"{'class_weight': None, 'boosting_type': 'goss', 'num_leaves': 109, 'learning_rate': 0.012310166759971456, 'subsample_for_bin': 80000, 'min_child_samples': 420, 'reg_alpha': 0.4081632653061224, 'reg_lambda': 0.673469387755102, 'colsample_bytree': 0.8222222222222222, 'subsample': 1.0}",498,82,1.341466402999913
115,0.2415413324686151,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 69, 'learning_rate': 0.02173842819275145, 'subsample_for_bin': 20000, 'min_child_samples': 330, 'reg_alpha': 0.5714285714285714, 'reg_lambda': 0.4897959183673469, 'colsample_bytree': 0.7777777777777778, 'subsample': 0.7171717171717171}",202,100,1.375176947
116,0.2415602098670504,"{'class_weight': 'balanced', 'boosting_type': 'dart', 'num_leaves': 141, 'learning_rate': 0.03526209229500769, 'subsample_for_bin': 140000, 'min_child_samples': 380, 'reg_alpha': 0.44897959183673464, 'reg_lambda': 0.9183673469387754, 'colsample_bytree': 1.0, 'subsample': 0.5454545454545454}",397,97,2.3300475089999964
117,0.24156461569135057,"{'class_weight': None, 'boosting_type': 'dart', 'num_leaves': 50, 'learning_rate': 0.014112354956756064, 'subsample_for_bin': 220000, 'min_child_samples': 205, 'reg_alpha': 0.9387755102040816, 'reg_lambda': 0.836734693877551, 'colsample_bytree': 0.7777777777777778, 'subsample': 0.6060606060606061}",135,93,2.467382157999964
118,0.24157025459138137,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 104, 'learning_rate': 0.04148291614861856, 'subsample_for_bin': 20000, 'min_child_samples': 480, 'reg_alpha': 0.18367346938775508, 'reg_lambda': 0.5510204081632653, 'colsample_bytree': 0.9555555555555555, 'subsample': 0.7777777777777778}",81,26,1.332494094000026
119,0.24157856162788316,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 139, 'learning_rate': 0.04880119755222093, 'subsample_for_bin': 260000, 'min_child_samples': 430, 'reg_alpha': 0.5306122448979591, 'reg_lambda': 0.24489795918367346, 'colsample_bytree': 0.6888888888888889, 'subsample': 0.7070707070707071}",128,45,1.198783359999993
120,0.2416013975680612,"{'class_weight': 'balanced', 'boosting_type': 'dart', 'num_leaves': 59, 'learning_rate': 0.005544630207207856, 'subsample_for_bin': 60000, 'min_child_samples': 475, 'reg_alpha': 0.9795918367346939, 'reg_lambda': 0.2857142857142857, 'colsample_bytree': 0.7777777777777778, 'subsample': 0.6666666666666667}",49,54,1.9286288679999757
121,0.2416581368532682,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 40, 'learning_rate': 0.05719894474413977, 'subsample_for_bin': 140000, 'min_child_samples': 485, 'reg_alpha': 0.6326530612244897, 'reg_lambda': 0.5714285714285714, 'colsample_bytree': 0.6444444444444444, 'subsample': 0.5555555555555556}",454,46,1.098138704000121
122,0.24165992318009688,"{'class_weight': None, 'boosting_type': 'dart', 'num_leaves': 134, 'learning_rate': 0.02634017457899043, 'subsample_for_bin': 40000, 'min_child_samples': 180, 'reg_alpha': 0.9387755102040816, 'reg_lambda': 0.6326530612244897, 'colsample_bytree': 0.7333333333333333, 'subsample': 0.6060606060606061}",28,75,2.509122328999979
123,0.24166791287165668,"{'class_weight': 'balanced', 'boosting_type': 'dart', 'num_leaves': 39, 'learning_rate': 0.02576301385940817, 'subsample_for_bin': 20000, 'min_child_samples': 385, 'reg_alpha': 0.32653061224489793, 'reg_lambda': 0.9591836734693877, 'colsample_bytree': 0.6, 'subsample': 0.595959595959596}",335,92,2.0152847490001022
124,0.24168994535723787,"{'class_weight': 'balanced', 'boosting_type': 'goss', 'num_leaves': 140, 'learning_rate': 0.03215262878550817, 'subsample_for_bin': 280000, 'min_child_samples': 495, 'reg_alpha': 0.42857142857142855, 'reg_lambda': 0.08163265306122448, 'colsample_bytree': 0.6, 'subsample': 1.0}",129,21,1.0034623779999947
125,0.24172527731518545,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 79, 'learning_rate': 0.026535420635346134, 'subsample_for_bin': 40000, 'min_child_samples': 310, 'reg_alpha': 0.26530612244897955, 'reg_lambda': 0.4693877551020408, 'colsample_bytree': 0.9111111111111111, 'subsample': 0.893939393939394}",203,89,1.5426195990000906
126,0.241772409907397,"{'class_weight': None, 'boosting_type': 'dart', 'num_leaves': 43, 'learning_rate': 0.02206189400106402, 'subsample_for_bin': 240000, 'min_child_samples': 385, 'reg_alpha': 0.7551020408163265, 'reg_lambda': 0.22448979591836732, 'colsample_bytree': 0.6, 'subsample': 0.6111111111111112}",67,84,1.9768659830000388
127,0.24178908803810306,"{'class_weight': 'balanced', 'boosting_type': 'goss', 'num_leaves': 33, 'learning_rate': 0.01854686888813489, 'subsample_for_bin': 200000, 'min_child_samples': 290, 'reg_alpha': 0.5306122448979591, 'reg_lambda': 0.26530612244897955, 'colsample_bytree': 0.7333333333333333, 'subsample': 1.0}",294,46,1.2263023389999717
128,0.24179245702471053,"{'class_weight': 'balanced', 'boosting_type': 'dart', 'num_leaves': 131, 'learning_rate': 0.1103672311333934, 'subsample_for_bin': 240000, 'min_child_samples': 335, 'reg_alpha': 0.7142857142857142, 'reg_lambda': 0.7142857142857142, 'colsample_bytree': 1.0, 'subsample': 0.9393939393939394}",244,44,2.528471781999997
129,0.24179914173331563,"{'class_weight': 'balanced', 'boosting_type': 'dart', 'num_leaves': 56, 'learning_rate': 0.01475174699473203, 'subsample_for_bin': 220000, 'min_child_samples': 210, 'reg_alpha': 0.5510204081632653, 'reg_lambda': 0.5306122448979591, 'colsample_bytree': 0.8222222222222222, 'subsample': 0.8838383838383839}",138,100,2.566561518999947
130,0.24180213968986075,"{'class_weight': 'balanced', 'boosting_type': 'goss', 'num_leaves': 118, 'learning_rate': 0.008140547350944652, 'subsample_for_bin': 40000, 'min_child_samples': 295, 'reg_alpha': 0.26530612244897955, 'reg_lambda': 0.7551020408163265, 'colsample_bytree': 0.6888888888888889, 'subsample': 1.0}",245,100,1.5170932319999793
131,0.2418323461905879,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 53, 'learning_rate': 0.17190154729390325, 'subsample_for_bin': 20000, 'min_child_samples': 490, 'reg_alpha': 0.6122448979591836, 'reg_lambda': 0.2040816326530612, 'colsample_bytree': 0.6444444444444444, 'subsample': 0.5757575757575758}",377,8,1.0783823289999646
132,0.24188644313060892,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 47, 'learning_rate': 0.039979065841380605, 'subsample_for_bin': 20000, 'min_child_samples': 450, 'reg_alpha': 0.6326530612244897, 'reg_lambda': 1.0, 'colsample_bytree': 0.8222222222222222, 'subsample': 0.9595959595959596}",375,39,1.2590322879999576
133,0.24190462640706867,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 41, 'learning_rate': 0.006945380919765311, 'subsample_for_bin': 120000, 'min_child_samples': 255, 'reg_alpha': 0.5918367346938775, 'reg_lambda': 0.5102040816326531, 'colsample_bytree': 0.6444444444444444, 'subsample': 0.803030303030303}",146,84,1.3141050679998898
134,0.24190464490951236,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 138, 'learning_rate': 0.014806319577609457, 'subsample_for_bin': 140000, 'min_child_samples': 410, 'reg_alpha': 0.8163265306122448, 'reg_lambda': 0.16326530612244897, 'colsample_bytree': 0.7777777777777778, 'subsample': 0.7676767676767677}",316,91,1.2154748939999536
135,0.2419891932272984,"{'class_weight': None, 'boosting_type': 'dart', 'num_leaves': 73, 'learning_rate': 0.11159664496056187, 'subsample_for_bin': 40000, 'min_child_samples': 480, 'reg_alpha': 0.4693877551020408, 'reg_lambda': 1.0, 'colsample_bytree': 0.8222222222222222, 'subsample': 0.5353535353535354}",45,9,2.1198147759999983
136,0.2419974371872876,"{'class_weight': 'balanced', 'boosting_type': 'dart', 'num_leaves': 81, 'learning_rate': 0.11970733093385101, 'subsample_for_bin': 180000, 'min_child_samples': 425, 'reg_alpha': 0.9591836734693877, 'reg_lambda': 0.8775510204081632, 'colsample_bytree': 0.6444444444444444, 'subsample': 0.8787878787878789}",185,19,2.0046088840000493
137,0.24204503626535012,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 149, 'learning_rate': 0.030645651529774956, 'subsample_for_bin': 60000, 'min_child_samples': 350, 'reg_alpha': 0.673469387755102, 'reg_lambda': 0.9387755102040816, 'colsample_bytree': 0.7777777777777778, 'subsample': 0.8131313131313131}",198,54,1.3135528070000646
138,0.24210103292975194,"{'class_weight': 'balanced', 'boosting_type': 'dart', 'num_leaves': 137, 'learning_rate': 0.01827493947281459, 'subsample_for_bin': 60000, 'min_child_samples': 445, 'reg_alpha': 0.26530612244897955, 'reg_lambda': 0.7755102040816326, 'colsample_bytree': 0.8222222222222222, 'subsample': 0.8282828282828283}",353,99,2.150996317000022
139,0.24217967588428502,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 90, 'learning_rate': 0.04549470675187697, 'subsample_for_bin': 140000, 'min_child_samples': 195, 'reg_alpha': 0.14285714285714285, 'reg_lambda': 0.02040816326530612, 'colsample_bytree': 0.7777777777777778, 'subsample': 0.9292929292929293}",308,48,1.565014597999948
140,0.24219286532318007,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 82, 'learning_rate': 0.05891383931113318, 'subsample_for_bin': 80000, 'min_child_samples': 185, 'reg_alpha': 0.9795918367346939, 'reg_lambda': 0.3469387755102041, 'colsample_bytree': 0.7777777777777778, 'subsample': 0.6767676767676768}",271,48,1.502378785000019
141,0.24220239492266038,"{'class_weight': 'balanced', 'boosting_type': 'goss', 'num_leaves': 88, 'learning_rate': 0.0648503883108266, 'subsample_for_bin': 100000, 'min_child_samples': 435, 'reg_alpha': 0.22448979591836732, 'reg_lambda': 0.6326530612244897, 'colsample_bytree': 0.6444444444444444, 'subsample': 1.0}",157,15,0.9921008320000055
142,0.24226848971617365,"{'class_weight': 'balanced', 'boosting_type': 'dart', 'num_leaves': 43, 'learning_rate': 0.008635991879143561, 'subsample_for_bin': 40000, 'min_child_samples': 195, 'reg_alpha': 0.9795918367346939, 'reg_lambda': 0.04081632653061224, 'colsample_bytree': 0.6888888888888889, 'subsample': 0.5404040404040404}",270,100,2.4562193410000646
143,0.2422686287648408,"{'class_weight': None, 'boosting_type': 'dart', 'num_leaves': 129, 'learning_rate': 0.05371872972971951, 'subsample_for_bin': 40000, 'min_child_samples': 205, 'reg_alpha': 0.3061224489795918, 'reg_lambda': 0.42857142857142855, 'colsample_bytree': 0.6444444444444444, 'subsample': 0.994949494949495}",151,52,2.6311488510000345
144,0.2422865713693635,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 145, 'learning_rate': 0.1455844269527345, 'subsample_for_bin': 240000, 'min_child_samples': 270, 'reg_alpha': 0.673469387755102, 'reg_lambda': 0.5102040816326531, 'colsample_bytree': 0.7333333333333333, 'subsample': 0.6818181818181819}",54,21,1.3740720479999595
145,0.242321118515328,"{'class_weight': 'balanced', 'boosting_type': 'gbdt', 'num_leaves': 80, 'learning_rate': 0.07138514334220704, 'subsample_for_bin': 220000, 'min_child_samples': 340, 'reg_alpha': 0.6938775510204082, 'reg_lambda': 0.7346938775510203, 'colsample_bytree': 0.7777777777777778, 'subsample': 0.9646464646464648}",183,50,1.278303756000014
146,0.24237349094350236,"{'class_weight': None, 'boosting_type': 'dart', 'num_leaves': 65, 'learning_rate': 0.09591817970764478, 'subsample_for_bin': 280000, 'min_child_samples': 465, 'reg_alpha': 0.1020408163265306, 'reg_lambda': 0.16326530612244897, 'colsample_bytree': 0.6888888888888889, 'subsample': 0.7676767676767677}",224,25,2.0993566529999725
147,0.24238577109942983,"{'class_weight': 'balanced', 'boosting_type': 'dart', 'num_leaves': 68, 'learning_rate': 0.03824623403550541, 'subsample_for_bin': 180000, 'min_child_samples': 160, 'reg_alpha': 0.04081632653061224, 'reg_lambda': 0.061224489795918366, 'colsample_bytree': 0.6, 'subsample': 0.6818181818181819}",416,21,2.8336744549999366
148,0.24239002708197055,"{'class_weight': 'balanced', 'boosting_type': 'goss', 'num_leaves': 53, 'learning_rate': 0.005055696505862444, 'subsample_for_bin': 40000, 'min_child_samples': 470, 'reg_alpha': 0.6122448979591836, 'reg_lambda': 0.5510204081632653, 'colsample_bytree': 0.7777777777777778, 'subsample': 1.0}",166,98,1.3534188190000123
149,0.24239013024711087,"{'class_weight': None, 'boosting_type': 'gbdt', 'num_leaves': 36, 'learning_rate': 0.008572448761425775, 'subsample_for_bin': 20000, 'min_child_samples': 215, 'reg_alpha': 0.8775510204081632, 'reg_lambda': 0.9591836734693877, 'colsample_bytree': 0.8222222222222222, 'subsample': 0.51010101010101}",15,47,1.413132781999991
150,0.24243340886441977,"{'class_weight': 'balanced', 'boosting_type': 'goss', 'num_leaves': 89, 'learning_rate': 0.01827493947281459, 'subsample_for_bin': 160000, 'min_child_samples': 255, 'reg_alpha': 0.32653061224489793, 'reg_lambda': 0.2857142857142857, 'colsample_bytree': 0.8222222222222222, 'subsample': 1.0}",415,50,1.3216657979999127
