loss,params,iteration,estimators,train_time
0.24218538907443032,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7878722696495764, 'learning_rate': 0.048936410244575575, 'min_child_samples': 410, 'num_leaves': 132, 'reg_alpha': 0.17616663325172033, 'reg_lambda': 0.7234573267040174, 'subsample_for_bin': 180000, 'subsample': 0.5211750033711255}",11,32,1.2806867580000016
0.2426821562770214,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.880683867295047, 'learning_rate': 0.19551187838964745, 'min_child_samples': 435, 'num_leaves': 45, 'reg_alpha': 0.2878847550683644, 'reg_lambda': 0.01708657132205149, 'subsample_for_bin': 240000, 'subsample': 0.5170383307975128}",12,8,2.173308949999864
0.26454341604000386,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.890014582561619, 'learning_rate': 0.055447027994085955, 'min_child_samples': 65, 'num_leaves': 61, 'reg_alpha': 0.9748302452710026, 'reg_lambda': 0.23383881520136884, 'subsample_for_bin': 40000, 'subsample': 0.895813092308513}",13,86,3.588417315000015
0.2435735733130172,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.9124225863241522, 'learning_rate': 0.019199675385015214, 'min_child_samples': 225, 'num_leaves': 102, 'reg_alpha': 0.1916434813532829, 'reg_lambda': 0.6896940625642513, 'subsample_for_bin': 200000, 'subsample': 0.7560708555481161}",14,63,2.7793043359999956
0.2353633770592799,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6220082377595529, 'learning_rate': 0.03565154266775181, 'min_child_samples': 225, 'num_leaves': 70, 'reg_alpha': 0.41007410794253185, 'reg_lambda': 0.45276116373350317, 'subsample_for_bin': 280000, 'subsample': 0.7661806376140439}",15,79,1.42511374899982
0.2359980714286274,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6826115664358082, 'learning_rate': 0.17232942613953312, 'min_child_samples': 485, 'num_leaves': 117, 'reg_alpha': 0.010598426894564361, 'reg_lambda': 0.7063665010867298, 'subsample_for_bin': 120000, 'subsample': 0.905149067692514}",16,15,2.192411025999945
0.25002852081597804,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.853102917239426, 'learning_rate': 0.011767912024933956, 'min_child_samples': 110, 'num_leaves': 114, 'reg_alpha': 0.3369787449812449, 'reg_lambda': 0.5773835691302064, 'subsample_for_bin': 40000, 'subsample': 1.0}",17,85,1.9804599259998668
0.23949641562812818,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7706879189819607, 'learning_rate': 0.03598378193909862, 'min_child_samples': 135, 'num_leaves': 67, 'reg_alpha': 0.9645612747608906, 'reg_lambda': 0.9616204046171472, 'subsample_for_bin': 60000, 'subsample': 0.5253657477796922}",18,59,1.646547972999997
0.24020294307156942,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.8464791720356762, 'learning_rate': 0.10875645732896141, 'min_child_samples': 380, 'num_leaves': 112, 'reg_alpha': 0.002436386070584051, 'reg_lambda': 0.09460288039448272, 'subsample_for_bin': 180000, 'subsample': 0.7153773885862027}",19,50,2.400056157000108
0.2515370078027608,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.6048404419661536, 'learning_rate': 0.06644368221542607, 'min_child_samples': 85, 'num_leaves': 66, 'reg_alpha': 0.776616518870496, 'reg_lambda': 0.5854944753883532, 'subsample_for_bin': 300000, 'subsample': 1.0}",20,6,1.275315202999991
0.24581209285512995,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.98063536544944, 'learning_rate': 0.1403039293286356, 'min_child_samples': 300, 'num_leaves': 86, 'reg_alpha': 0.08584502117481524, 'reg_lambda': 0.24477430222857768, 'subsample_for_bin': 80000, 'subsample': 0.9923966052756789}",21,12,1.569690147999836
0.23890939406627765,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6432709842673385, 'learning_rate': 0.028020056532578434, 'min_child_samples': 325, 'num_leaves': 49, 'reg_alpha': 0.44947073755319966, 'reg_lambda': 0.30781637583851995, 'subsample_for_bin': 120000, 'subsample': 0.7307201797221454}",22,88,1.2001521979998415
0.237848374240741,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6972030966763061, 'learning_rate': 0.026232192161159934, 'min_child_samples': 255, 'num_leaves': 78, 'reg_alpha': 0.09613277000746284, 'reg_lambda': 0.3477639291026353, 'subsample_for_bin': 280000, 'subsample': 0.5839584101894835}",23,95,2.5000258980001036
0.24049912177871058,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6083067635372864, 'learning_rate': 0.12171650524494385, 'min_child_samples': 325, 'num_leaves': 46, 'reg_alpha': 0.620816242048346, 'reg_lambda': 0.17294610705403707, 'subsample_for_bin': 140000, 'subsample': 0.8849382372127208}",24,22,1.2625838029998704
0.23979686461515304,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6432835109016702, 'learning_rate': 0.07717437868403272, 'min_child_samples': 250, 'num_leaves': 37, 'reg_alpha': 0.3987161075966822, 'reg_lambda': 0.4974998692074563, 'subsample_for_bin': 80000, 'subsample': 0.6407450990085998}",25,56,1.3664444779999485
0.23930639777495222,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.7136507759596049, 'learning_rate': 0.011497668363662672, 'min_child_samples': 215, 'num_leaves': 56, 'reg_alpha': 0.585864934946061, 'reg_lambda': 0.42133988804770184, 'subsample_for_bin': 160000, 'subsample': 0.7597400868403917}",26,92,2.4429721389999486
0.241003534415274,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.9449277395985143, 'learning_rate': 0.0269270612485726, 'min_child_samples': 350, 'num_leaves': 80, 'reg_alpha': 0.2673858118907817, 'reg_lambda': 0.2833774324115037, 'subsample_for_bin': 100000, 'subsample': 0.8655093658876648}",27,78,1.4458577259999856
0.23748683424983974,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6481710259816489, 'learning_rate': 0.06501551564029862, 'min_child_samples': 290, 'num_leaves': 92, 'reg_alpha': 0.10606577843552534, 'reg_lambda': 0.18031396349891493, 'subsample_for_bin': 260000, 'subsample': 0.9685447995055505}",28,99,2.353161223999905
0.2479325177474878,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6028473605769686, 'learning_rate': 0.1487440007897072, 'min_child_samples': 205, 'num_leaves': 51, 'reg_alpha': 0.5589110824315211, 'reg_lambda': 0.6278343909368503, 'subsample_for_bin': 140000, 'subsample': 0.9499376662722208}",29,11,1.396866804999945
0.24313415303270192,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.760214582412862, 'learning_rate': 0.10209131580055425, 'min_child_samples': 160, 'num_leaves': 148, 'reg_alpha': 0.6416888336776412, 'reg_lambda': 0.8670335908411946, 'subsample_for_bin': 280000, 'subsample': 0.6549702254787416}",30,35,3.0133959030001733
0.238027768046863,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.8098028613690418, 'learning_rate': 0.045272184924178546, 'min_child_samples': 290, 'num_leaves': 42, 'reg_alpha': 0.704006880822575, 'reg_lambda': 0.49092312900189267, 'subsample_for_bin': 100000, 'subsample': 0.782317121975706}",31,46,1.4189022049999949
0.23931630457197628,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.6678493960127733, 'learning_rate': 0.03211752885961184, 'min_child_samples': 195, 'num_leaves': 75, 'reg_alpha': 0.5349039350565463, 'reg_lambda': 0.41088166907941204, 'subsample_for_bin': 240000, 'subsample': 1.0}",32,31,1.1656177500001377
0.26361402343934415,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.7162636975793804, 'learning_rate': 0.08500883105975955, 'min_child_samples': 50, 'num_leaves': 91, 'reg_alpha': 0.3784064401381736, 'reg_lambda': 0.6433033325795743, 'subsample_for_bin': 120000, 'subsample': 0.8135793893954562}",33,28,4.106318197000064
0.258998857446073,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6323626336149806, 'learning_rate': 0.013861606285692172, 'min_child_samples': 25, 'num_leaves': 57, 'reg_alpha': 0.4394554072598397, 'reg_lambda': 0.8067477982304115, 'subsample_for_bin': 180000, 'subsample': 0.6091567626275467}",34,28,1.7381137990000752
0.2381302410274082,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.6735460774723526, 'learning_rate': 0.059980640747478726, 'min_child_samples': 145, 'num_leaves': 100, 'reg_alpha': 0.2844123509859711, 'reg_lambda': 0.35613146397786044, 'subsample_for_bin': 300000, 'subsample': 1.0}",35,7,1.2498873930001082
0.24581727620257188,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6222322817289446, 'learning_rate': 0.07489542524055387, 'min_child_samples': 100, 'num_leaves': 32, 'reg_alpha': 0.14768142950676283, 'reg_lambda': 0.14652112233192338, 'subsample_for_bin': 200000, 'subsample': 0.8406420007281746}",36,10,2.884034167999971
0.23758161932489408,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7010407088338088, 'learning_rate': 0.023965355617298966, 'min_child_samples': 365, 'num_leaves': 38, 'reg_alpha': 0.22432656391817596, 'reg_lambda': 0.5282327086000523, 'subsample_for_bin': 60000, 'subsample': 0.7591829955011367}",37,66,1.2796472990000893
0.24097569987175005,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.7414441770063112, 'learning_rate': 0.03967507047750769, 'min_child_samples': 235, 'num_leaves': 84, 'reg_alpha': 0.038267024888473555, 'reg_lambda': 0.46851276418686116, 'subsample_for_bin': 220000, 'subsample': 1.0}",38,23,1.2753436099999362
0.24291662288689486,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.8189121633137536, 'learning_rate': 0.049110962795794424, 'min_child_samples': 185, 'num_leaves': 74, 'reg_alpha': 0.4846895978455311, 'reg_lambda': 0.2972807219860868, 'subsample_for_bin': 140000, 'subsample': 0.9908612542846977}",39,86,2.862871305999988
0.239432236258039,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.9945791227756327, 'learning_rate': 0.022814231322306647, 'min_child_samples': 270, 'num_leaves': 60, 'reg_alpha': 0.3290327323492514, 'reg_lambda': 0.38174957336729254, 'subsample_for_bin': 160000, 'subsample': 0.8187455498651296}",40,96,1.6656763049998062
0.24496789321421208,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7874462964436547, 'learning_rate': 0.016405470908791756, 'min_child_samples': 165, 'num_leaves': 54, 'reg_alpha': 0.6969053408631982, 'reg_lambda': 0.7618949298186983, 'subsample_for_bin': 240000, 'subsample': 0.6135289817941459}",41,53,2.733951159000071
0.24068622255344718,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7613575550748248, 'learning_rate': 0.031275438204186656, 'min_child_samples': 450, 'num_leaves': 101, 'reg_alpha': 0.22725760723990007, 'reg_lambda': 0.6484138338470632, 'subsample_for_bin': 80000, 'subsample': 0.7043064473167969}",42,50,1.257281508999995
0.24797094465963965,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.7275474785546832, 'learning_rate': 0.09681734092837888, 'min_child_samples': 315, 'num_leaves': 95, 'reg_alpha': 0.3980838263831862, 'reg_lambda': 0.5334631052508348, 'subsample_for_bin': 280000, 'subsample': 1.0}",43,10,1.0519199629998184
0.2383916641557542,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.6596315914411035, 'learning_rate': 0.19099960635358976, 'min_child_samples': 275, 'num_leaves': 63, 'reg_alpha': 0.1437961380698578, 'reg_lambda': 0.01200551090368085, 'subsample_for_bin': 20000, 'subsample': 0.5269586352175416}",44,16,2.518803921999961
0.23996349327705313,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6248096877650309, 'learning_rate': 0.05230276011898567, 'min_child_samples': 385, 'num_leaves': 41, 'reg_alpha': 0.5285590134502546, 'reg_lambda': 0.2239915489077403, 'subsample_for_bin': 260000, 'subsample': 0.5853052148896597}",45,55,1.171410903999913
0.23771058864571182,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.690479555523552, 'learning_rate': 0.03980229435513438, 'min_child_samples': 230, 'num_leaves': 70, 'reg_alpha': 0.24622326150095064, 'reg_lambda': 0.5877854314055448, 'subsample_for_bin': 200000, 'subsample': 0.9368987823132868}",46,31,2.616339673999846
0.24889453968779762,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.6597114804720827, 'learning_rate': 0.11795603181355178, 'min_child_samples': 120, 'num_leaves': 124, 'reg_alpha': 0.30816955624401876, 'reg_lambda': 0.8583090347940714, 'subsample_for_bin': 40000, 'subsample': 1.0}",47,6,1.2311954990000231
0.25469067376480203,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6009496000063466, 'learning_rate': 0.1571042192053192, 'min_child_samples': 85, 'num_leaves': 30, 'reg_alpha': 0.8571681857000198, 'reg_lambda': 0.09949601570977062, 'subsample_for_bin': 220000, 'subsample': 0.9443920114127339}",48,13,1.2911441749999994
0.24479007982514855,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.9132995537314058, 'learning_rate': 0.02121122469546864, 'min_child_samples': 345, 'num_leaves': 50, 'reg_alpha': 0.047086975795631036, 'reg_lambda': 0.4526208278118294, 'subsample_for_bin': 180000, 'subsample': 0.8367311142941736}",49,57,2.446287357999836
0.24350937992592514,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.8396641871134798, 'learning_rate': 0.08645307279022846, 'min_child_samples': 150, 'num_leaves': 109, 'reg_alpha': 0.4400051413664693, 'reg_lambda': 0.9375789437469145, 'subsample_for_bin': 120000, 'subsample': 0.7210656878304768}",50,28,3.173962814000106
0.24007187722765222,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7814693329868223, 'learning_rate': 0.13320819933761752, 'min_child_samples': 245, 'num_leaves': 136, 'reg_alpha': 0.3628810607762896, 'reg_lambda': 0.7447617594342757, 'subsample_for_bin': 60000, 'subsample': 0.8123686697439955}",51,20,1.5461814590000813
0.24428173948424825,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.9423190531320822, 'learning_rate': 0.06629298945646349, 'min_child_samples': 405, 'num_leaves': 69, 'reg_alpha': 0.1708955453121274, 'reg_lambda': 0.3346388408490747, 'subsample_for_bin': 160000, 'subsample': 1.0}",52,11,1.0841255979999005
0.27680506475799194,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.8752543064497984, 'learning_rate': 0.010274629309411898, 'min_child_samples': 20, 'num_leaves': 80, 'reg_alpha': 0.6849619424965216, 'reg_lambda': 0.6745613842645852, 'subsample_for_bin': 20000, 'subsample': 0.6894318296679082}",53,100,2.412956025000085
0.23679247300409378,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6786536190504365, 'learning_rate': 0.035610432022412326, 'min_child_samples': 210, 'num_leaves': 85, 'reg_alpha': 0.7434097604444954, 'reg_lambda': 0.3872871843819635, 'subsample_for_bin': 100000, 'subsample': 0.6749101039301268}",54,24,2.5596418380000614
0.24159719765353138,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6327394160038965, 'learning_rate': 0.015460129010945048, 'min_child_samples': 465, 'num_leaves': 35, 'reg_alpha': 0.19803962080787077, 'reg_lambda': 0.5894630348049198, 'subsample_for_bin': 140000, 'subsample': 0.5816817786915874}",55,6,1.2391454500000236
0.23597068767191154,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6125254520338548, 'learning_rate': 0.04421378245866118, 'min_child_samples': 270, 'num_leaves': 106, 'reg_alpha': 0.31147962166103815, 'reg_lambda': 0.2635367078622815, 'subsample_for_bin': 80000, 'subsample': 0.7938374758356521}",56,84,2.3286243979998744
0.2362930428513229,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7030702169604305, 'learning_rate': 0.056783049381629425, 'min_child_samples': 180, 'num_leaves': 45, 'reg_alpha': 0.9250353800832014, 'reg_lambda': 0.80889492798442, 'subsample_for_bin': 260000, 'subsample': 0.978856754923114}",57,40,1.4757079170001361
0.23971790347465793,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7509976837490597, 'learning_rate': 0.11228528694149816, 'min_child_samples': 495, 'num_leaves': 147, 'reg_alpha': 0.06972518524470034, 'reg_lambda': 0.054083538516412955, 'subsample_for_bin': 180000, 'subsample': 0.9482735054741676}",58,16,2.083836261999977
0.26075009130675586,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.7264261791955113, 'learning_rate': 0.16784166247713553, 'min_child_samples': 70, 'num_leaves': 63, 'reg_alpha': 0.006262174031922363, 'reg_lambda': 0.32688072228725495, 'subsample_for_bin': 120000, 'subsample': 1.0}",59,5,1.3403688540001895
0.24116830091836028,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6493420359808588, 'learning_rate': 0.07292434486770459, 'min_child_samples': 130, 'num_leaves': 122, 'reg_alpha': 0.5065473591749263, 'reg_lambda': 0.22021698819260016, 'subsample_for_bin': 40000, 'subsample': 0.9136148790479633}",60,37,1.5940843930000028
0.24297994203352624,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.8674159530597995, 'learning_rate': 0.036021227901771126, 'min_child_samples': 305, 'num_leaves': 96, 'reg_alpha': 0.13377596401170166, 'reg_lambda': 0.4298377618169243, 'subsample_for_bin': 240000, 'subsample': 0.5663748457216462}",61,84,2.549668419999989
0.23997655039544208,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8074448905806868, 'learning_rate': 0.03204562751007136, 'min_child_samples': 340, 'num_leaves': 54, 'reg_alpha': 0.6506256034656359, 'reg_lambda': 0.5154353165218314, 'subsample_for_bin': 220000, 'subsample': 0.8207273006383786}",62,68,1.3253970369999024
0.24321372223077575,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.7121438214305825, 'learning_rate': 0.08452386018060772, 'min_child_samples': 195, 'num_leaves': 73, 'reg_alpha': 0.5770459004286619, 'reg_lambda': 0.469691873956422, 'subsample_for_bin': 300000, 'subsample': 0.8575131521621273}",63,31,2.8112362179999764
0.23704521890689578,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.687243817280498, 'learning_rate': 0.019888649843633956, 'min_child_samples': 285, 'num_leaves': 41, 'reg_alpha': 0.41355998838247887, 'reg_lambda': 0.5595291253638113, 'subsample_for_bin': 200000, 'subsample': 1.0}",64,50,1.275888784000017
0.2526225730821292,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.9131718348146824, 'learning_rate': 0.0469068423702905, 'min_child_samples': 105, 'num_leaves': 58, 'reg_alpha': 0.4641837372415554, 'reg_lambda': 0.1972544116445844, 'subsample_for_bin': 100000, 'subsample': 0.562307091939541}",65,52,2.0177076390000366
0.23539846526154995,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6202058607707189, 'learning_rate': 0.042982933406476846, 'min_child_samples': 260, 'num_leaves': 108, 'reg_alpha': 0.258607683591585, 'reg_lambda': 0.2657192354090384, 'subsample_for_bin': 80000, 'subsample': 0.8027109977019029}",66,100,2.391903740000089
0.2381751467383948,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6151921777825, 'learning_rate': 0.02885884787357336, 'min_child_samples': 260, 'num_leaves': 128, 'reg_alpha': 0.27423805588416406, 'reg_lambda': 0.14689936619050492, 'subsample_for_bin': 60000, 'subsample': 0.7914746546848198}",67,100,2.412684352000042
0.2383731203619841,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.637542806409462, 'learning_rate': 0.06187308659218901, 'min_child_samples': 235, 'num_leaves': 115, 'reg_alpha': 0.2573574492167956, 'reg_lambda': 0.3931385291943272, 'subsample_for_bin': 80000, 'subsample': 0.8612200327924485}",68,30,2.569181718999971
0.238427211555034,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6602578229780309, 'learning_rate': 0.024789981591245576, 'min_child_samples': 220, 'num_leaves': 107, 'reg_alpha': 0.35031024692824414, 'reg_lambda': 0.2797464216344243, 'subsample_for_bin': 60000, 'subsample': 0.9179154554198641}",69,100,2.5497950040000887
0.2418548448816803,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6243366807841686, 'learning_rate': 0.04349319060269082, 'min_child_samples': 330, 'num_leaves': 88, 'reg_alpha': 0.11553924187695197, 'reg_lambda': 0.35772384833980736, 'subsample_for_bin': 120000, 'subsample': 0.879589788349147}",70,99,2.2773815190000732
0.23955868686363513,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6003235160451886, 'learning_rate': 0.05217238153956392, 'min_child_samples': 305, 'num_leaves': 96, 'reg_alpha': 0.2090416820770315, 'reg_lambda': 0.6158937651290355, 'subsample_for_bin': 100000, 'subsample': 0.9941060146869718}",71,100,2.268712988999823
0.23641471506068645,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6757882693047123, 'learning_rate': 0.03579089866949423, 'min_child_samples': 365, 'num_leaves': 139, 'reg_alpha': 0.4205932159579885, 'reg_lambda': 0.316405782443936, 'subsample_for_bin': 140000, 'subsample': 0.6809491047161635}",72,87,2.2172962140000436
0.24000242241841285,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6476194499748107, 'learning_rate': 0.07060187131163084, 'min_child_samples': 195, 'num_leaves': 119, 'reg_alpha': 0.30503762930395556, 'reg_lambda': 0.0966169746066039, 'subsample_for_bin': 40000, 'subsample': 0.9680007407842971}",73,94,2.743851876000008
0.24262185807481962,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6092795248469971, 'learning_rate': 0.09938754730549329, 'min_child_samples': 150, 'num_leaves': 82, 'reg_alpha': 0.38682614061837384, 'reg_lambda': 0.4092270964914544, 'subsample_for_bin': 160000, 'subsample': 0.7244759147400545}",74,26,2.8788272709998637
0.2389743509595087,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7414617098429187, 'learning_rate': 0.04183062228778677, 'min_child_samples': 250, 'num_leaves': 76, 'reg_alpha': 0.15770265311328496, 'reg_lambda': 0.4969788030985456, 'subsample_for_bin': 80000, 'subsample': 0.7748834627260914}",75,30,2.579095542999994
0.2345921007349283,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6548394518066161, 'learning_rate': 0.028988400485024712, 'min_child_samples': 165, 'num_leaves': 111, 'reg_alpha': 0.044813102509942304, 'reg_lambda': 0.13319504750057448, 'subsample_for_bin': 20000, 'subsample': 0.888858814976913}",76,24,3.0445020560000557
0.26390721077793133,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7746921809365162, 'learning_rate': 0.013624936832137013, 'min_child_samples': 35, 'num_leaves': 129, 'reg_alpha': 0.06728710543048827, 'reg_lambda': 0.12196961995435116, 'subsample_for_bin': 20000, 'subsample': 0.8199205999087399}",77,30,4.819282107999925
0.2370135697762472,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6925895294729059, 'learning_rate': 0.02930133576386034, 'min_child_samples': 170, 'num_leaves': 120, 'reg_alpha': 0.6055065088765779, 'reg_lambda': 0.0584023296132721, 'subsample_for_bin': 20000, 'subsample': 0.6365152158400788}",78,24,1.4843752549998044
0.23900622856730191,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.6686449518107088, 'learning_rate': 0.02235178577689681, 'min_child_samples': 115, 'num_leaves': 144, 'reg_alpha': 0.24264518564493984, 'reg_lambda': 0.25833265532154104, 'subsample_for_bin': 40000, 'subsample': 1.0}",79,32,1.4521160369999961
